Date Of Test,Signal (dBm),Speed (m/s),Distance from site (m),Call Test Duration (s),Call Test Result,Call Test Technology,Call Test Setup Time (s),MOS
2017-07-01 13:31:03,-83,0,2225.34,600,1,1,0,2.5
2017-07-01 13:31:29,-107,0,824.39,90,1,2,0.42,4.3
2017-07-01 13:34:01,-107,0,824.49,90,1,2,0.41,4.3
2017-07-01 13:36:33,-107,0,849.08,90,1,2,0.45,4.3
2017-07-01 13:39:05,-107,0,835.78,90,1,2,0.41,4.3
2017-07-01 13:41:19,-85,0,2225.34,600,1,1,0,2.6
2017-07-01 13:41:37,-107,0,836.21,90,1,2,0.49,4.3
2017-07-01 13:44:09,-107,0,836.33,90,1,2,0.43,4.3
2017-07-01 13:46:42,-107,0,836.25,90,1,2,0.45,4.3
2017-07-01 13:49:13,-107,0,836.46,90,1,2,0.48,4.3
2017-07-01 13:51:42,-75,0,2225.34,600,1,1,0,2.7
2017-07-01 13:51:46,-107,0,835.73,90,1,2,0.43,4.3
2017-07-01 13:54:18,-107,0,835.7,90,1,2,0.41,4.3
2017-07-01 13:56:36,-81,0,7272.27,279.28,0,1,0,2
2017-07-01 13:56:50,-107,0,835.64,90,1,2,0.42,4.3
2017-07-01 13:59:22,-107,0,835.27,90,1,2,0.41,4.3
2017-07-01 14:01:54,-107,0,834.98,90,1,2,0.48,4.3
2017-07-01 14:04:26,-105,0,834.95,90,1,2,0.45,4.3
2017-07-01 14:06:58,-105,0,834.85,90,1,2,0.42,4.3
2017-07-01 14:07:15,-85,29.65999985,4702.64,600,1,1,0,2.6
2017-07-01 14:09:30,-105,0,834.9,90,1,2,0.42,4.3
2017-07-01 14:12:02,-105,0,834.83,90,1,2,0.4,4.3
2017-07-01 14:14:34,-105,0,835.19,90,1,2,0.47,4.3
2017-07-01 14:17:07,-105,0,835.26,90,1,2,0.47,4.3
2017-07-01 14:17:37,-83,29.65999985,9341.13,600,1,1,0,2.1
2017-07-01 14:19:39,-105,0,835.26,90,1,2,0.46,4.3
2017-07-01 14:21:20,-65,9.850000381,192.45,60,1,1,3.65,4.3
2017-07-01 14:22:11,-107,0,834.93,90,1,2,0.43,4.3
2017-07-01 14:24:43,-107,0,834.61,90,1,2,0.66,4.3
2017-07-01 14:27:15,-107,0,834.58,90,1,2,0.42,4.3
2017-07-01 14:27:55,-81,10.44999981,706.81,60,1,1,3.99,4.4
2017-07-01 14:28:01,-81,19,1991.84,600,1,0,0,1.3
2017-07-01 14:29:48,-107,0,834.54,90,1,2,0.62,4.3
2017-07-01 14:29:55,-138,24.23999977,275.89,89.2,0,2,0,4.3
2017-07-01 14:32:20,-107,0,834.49,90,1,2,0.55,4.3
2017-07-01 14:34:52,-107,0,834.47,90,1,2,0.41,4.3
2017-07-01 14:37:24,-107,0,834.44,90,1,2,0.48,4.3
2017-07-01 14:39:56,-105,0,834.43,90,1,2,0.43,4.3
2017-07-01 14:40:33,-77,30.06999969,5554.58,600,1,0,0,2.7
2017-07-01 14:42:28,-105,0,834.22,90,1,2,0.38,4.3
2017-07-01 14:45:00,-105,0,834.25,90,1,2,0.4,4.3
2017-07-01 14:46:41,-67,0.2800000012,205.56,60,1,1,3.97,2.7
2017-07-01 14:47:32,-105,0,834.31,90,1,2,0.4,4.3
2017-07-01 14:50:05,-105,0,834.3,90,1,2,0.42,4.3
2017-07-01 14:50:55,-75,26.87000084,8191.18,600,1,0,0,3.4
2017-07-01 14:52:37,-105,0,834.1,90,1,2,0.41,4.3
2017-07-01 14:55:09,-105,0,834.09,90,1,2,0.43,4.3
2017-07-01 14:57:41,-105,0,833.99,90,1,2,0.41,4.3
2017-07-01 14:59:51,-83,4.03000021,396.11,60,1,1,3.9,2.7
2017-07-01 15:00:14,-105,0,834,90,1,2,0.4,4.3
2017-07-01 15:01:08,-83,29.98999977,142.06,599.99,1,1,0,3.5
2017-07-01 15:02:46,-105,0,834.09,90,1,2,0.41,4.3
2017-07-01 15:05:18,-105,0,834.22,90,1,2,0.61,4.3
2017-07-01 15:07:50,-105,0,834.37,90,1,2,0.4,4.3
2017-07-01 15:10:22,-105,0,834.49,90,1,2,0.46,4.3
2017-07-01 15:11:25,-73,0,80.86,60,1,1,3.93,1
2017-07-01 15:11:51,-79,28.23999977,15829.55,600,1,1,0,2
2017-07-01 15:12:55,-105,0,834.54,90,1,2,0.45,4.3
2017-07-01 15:15:27,-105,0,834.49,90,1,2,0.41,4.3
2017-07-01 15:17:59,-105,0,834.42,90,1,2,0.45,4.3
2017-07-01 15:20:33,-105,0,811.09,90,1,2,0.41,4.3
2017-07-01 15:22:15,-85,29.98999977,2152.71,600,1,0,0,1
2017-07-01 15:22:59,-75,6.340000153,143.07,60,1,1,3.84,4.4
2017-07-01 15:23:06,-105,0,827.01,90,1,2,0.38,4.3
2017-07-01 15:25:38,-105,0,827.92,90,1,2,0.38,4.3
2017-07-01 15:28:10,-105,0,828.12,90,1,2,0.42,4.3
2017-07-01 15:30:42,-105,0,828.29,90,1,2,0.44,4.3
2017-07-01 15:33:14,-105,0,828.52,90,1,2,0.4,4.3
2017-07-01 15:33:31,-91,29.87999916,3145.47,600,1,1,0,2
2017-07-01 15:35:46,-105,0,828.64,90,1,2,0.41,4.3
2017-07-01 15:38:18,-105,0,828.56,90,1,2,0.42,4.3
2017-07-01 15:39:53,-89,14.81999969,485.64,60,1,1,4.35,4.3
2017-07-01 15:40:51,-105,0,828.55,90,1,2,0.54,4.3
2017-07-01 15:43:23,-105,0,828.43,90,1,2,0.45,4.3
2017-07-01 15:43:55,-87,29.32999992,2439.65,600,1,1,0,1.7
2017-07-01 15:45:55,-105,0,828.53,90,1,2,0.49,4.3
2017-07-01 15:46:27,-83,30.67000008,1614.12,60,1,1,2.46,4.4
2017-07-01 15:48:27,-105,0,828.39,90,1,2,0.47,4.3
2017-07-01 15:51:00,-105,0,827.89,90,1,2,0.46,4.3
2017-07-01 15:54:19,-85,30.05999947,3920.77,600,1,0,0,1.8
2017-07-01 15:56:04,-105,0,827.68,90,1,2,0.52,4.3
2017-07-01 15:58:36,-105,0,827.7,90,1,2,0.39,4.3
2017-07-01 16:00:29,-103,29.94000053,3557.15,347.79,0,1,0,2.7
2017-07-01 16:01:08,-105,0,827.82,90,1,2,0.47,4.3
2017-07-01 16:03:41,-105,0,827.96,90,1,2,0.46,4.3
2017-07-01 16:04:54,-73,32.59000015,1426.57,60,1,1,4.23,2.7
2017-07-01 16:06:13,-105,0,828.08,90,1,2,0.43,4.3
2017-07-01 16:08:51,-105,0,828.52,90,1,2,0.45,4.3
2017-07-01 16:11:24,-105,0,828.62,90,1,2,0.42,4.3
2017-07-01 16:11:28,-71,33.00999832,637.19,60,1,1,4.81,4.3
2017-07-01 16:13:56,-105,0,828.54,90,1,2,0.76,4.3
2017-07-01 16:16:28,-105,0,828.67,90,1,2,0.56,4.3
2017-07-01 16:18:02,-93,15.97000027,1025.99,60,1,1,4.22,2.5
2017-07-01 16:19:00,-105,0,828.58,90,1,2,0.44,4.3
2017-07-01 16:21:33,-105,0,828.39,90,1,2,0.4,4.3
2017-07-01 16:24:05,-105,0,828.4,90,1,2,0.48,4.3
2017-07-01 16:26:37,-105,0,828.89,90,1,2,0.41,4.3
2017-07-01 16:29:09,-105,0,829.53,90,1,2,0.48,4.3
2017-07-01 16:29:36,-81,0,131.28,60,1,1,3.99,2.7
2017-07-01 16:30:32,-83,29.97999954,11769.16,600,1,0,0,1.6
2017-07-01 16:31:41,-105,0,829.64,90,1,2,0.46,4.3
2017-07-01 16:31:55,-75,30.77000046,1544,61.37,0,1,0,4.4
2017-07-01 16:34:14,-105,0,829.69,90,1,2,0.48,4.3
2017-07-01 16:36:46,-105,0,829.62,90,1,2,0.43,4.3
2017-07-01 16:39:18,-105,0,829.57,90,1,2,0.42,4.3
2017-07-01 16:41:10,-65,27.53000069,506.81,60,1,1,3.99,2.7
2017-07-01 16:41:50,-105,0,829.53,90,1,2,0.48,4.3
2017-07-01 16:42:37,-87,30.01000023,5865.35,600,1,0,0,1.7
2017-07-01 16:44:23,-105,0,829.5,90,1,2,0.41,4.3
2017-07-01 16:46:55,-105,0,829.42,90,1,2,0.47,4.4
2017-07-01 16:48:09,-67,0,218.09,60,1,1,3.7,2.7
2017-07-01 16:49:27,-105,0,829.32,90,1,2,0.39,4.3
2017-07-01 16:51:59,-105,0,829.09,90,1,2,0.49,4.3
2017-07-01 16:53:00,-79,29.71999931,602.09,600,1,0,0,2.2
2017-07-01 16:54:31,-105,0,828.91,90,1,2,0.41,4.3
2017-07-01 16:57:03,-105,0,828.84,90,1,2,0.39,4.3
2017-07-01 16:58:06,-89,36.52000046,1981.29,60,1,1,7.35,2.6
2017-07-01 16:59:35,-105,0,828.87,90,1,2,0.44,4.3
2017-07-01 17:02:07,-105,0,828.85,90,1,2,0.47,4.3
2017-07-01 17:03:16,-65,0,10109.64,600,1,0,0,2.9
2017-07-01 17:04:39,-79,34.95000076,2559.22,60,1,1,4.07,2.7
2017-07-01 17:04:40,-105,0,828.81,90,1,2,0.52,4.3
2017-07-01 17:06:41,-63,10.35999966,69.72,60,1,1,3.62,2.7
2017-07-01 17:07:12,-105,0,828.77,90,1,2,0.43,4.3
2017-07-01 17:09:44,-105,0,828.93,90,1,2,0.45,4.3
2017-07-01 17:12:16,-107,0,829.07,90,1,2,0.5,4.3
2017-07-01 17:13:14,-81,5.300000191,306.51,60,1,1,3.63,2.7
2017-07-01 17:13:21,-85,29.87999916,4981.55,600,1,1,0,2
2017-07-01 17:14:48,-107,0,829.03,90,1,2,0.37,4.3
2017-07-01 17:17:20,-107,0,828.93,90,1,2,0.4,4.3
2017-07-01 17:19:49,-83,0,62.67,60,1,1,4.02,2.7
2017-07-01 17:19:52,-107,0,828.91,90,1,2,0.44,4.3
2017-07-01 17:22:25,-107,0,828.83,90,1,2,0.41,4.3
2017-07-01 17:23:25,-75,0,715.12,60,1,1,4.16,2.7
2017-07-01 17:23:36,-85,17,3295.75,600,1,0,0,2.3
2017-07-01 17:24:57,-105,0,828.97,90,1,2,0.49,4.3
2017-07-01 17:27:29,-105,0,829.17,90,1,2,0.46,4.3
2017-07-01 17:29:59,-73,0,711.94,60,1,1,3.44,2.7
2017-07-01 17:30:02,-105,0,829.33,90,1,2,0.41,4.3
2017-07-01 17:32:34,-105,0,829.44,90,1,2,0.46,4.3
2017-07-01 17:35:06,-105,0,829.53,90,1,2,0.42,4.3
2017-07-01 17:36:33,-85,24.65999985,482.53,60,1,1,3.66,2.7
2017-07-01 17:37:38,-105,0,829.63,90,1,2,0.49,4.3
2017-07-01 17:40:11,-105,0,829.68,90,1,2,0.4,4.3
2017-07-01 17:40:40,-109,13,374.52,599.63,1,2,0,4.3
2017-07-01 17:42:43,-105,0,829.56,90,1,2,0.43,4.3
2017-07-01 17:42:56,-73,4.809999943,558.42,60,1,1,3.52,2.7
2017-07-01 17:45:15,-105,0,829.67,90,1,2,0.46,4.3
2017-07-01 17:47:47,-105,0,829.75,90,1,2,0.42,4.3
2017-07-01 17:48:07,-83,35.49000168,3108.26,60,1,1,3.65,2.7
2017-07-01 17:50:19,-105,0,829.84,90,1,2,0.4,4.3
2017-07-01 17:51:03,-111,2.680000067,1000.45,600,1,2,0,4.3
2017-07-01 17:52:52,-105,0,829.78,90,1,2,0.42,4.3
2017-07-01 17:55:24,-105,0,829.81,90,1,2,0.49,4.3
2017-07-01 17:57:56,-105,0,829.9,90,1,2,0.52,4.3
2017-07-01 17:59:41,-89,1.399999976,334.2,60,1,1,6.55,2.7
2017-07-01 17:59:43,-71,0.5199999809,205.63,60,1,1,4.26,2.7
2017-07-01 18:00:29,-105,0,829.98,90,1,2,0.44,4.3
2017-07-01 18:03:06,-105,0,830.01,90,1,2,0.45,4.3
2017-07-01 18:05:39,-105,0,829.96,90,1,2,0.41,4.3
2017-07-01 18:06:16,-77,7.510000229,216.25,60,1,1,3.69,2.7
2017-07-01 18:08:11,-105,0,829.99,90,1,2,0.47,4.3
2017-07-01 18:10:43,-105,0,830.1,90,1,2,0.41,4.3
2017-07-01 18:13:22,-105,0,830.25,90,1,2,0.52,4.3
2017-07-01 18:15:54,-105,0,843.5,90,1,2,0.48,4.3
2017-07-01 18:16:38,-97,0,250.86,60,1,1,3.86,1
2017-07-01 18:18:26,-105,0,849.12,90,1,2,0.44,4.3
2017-07-01 18:21:05,-105,0,848.17,90,1,2,0.39,4.3
2017-07-01 18:23:12,-81,3.160000086,362.72,60,1,1,3.02,2.7
2017-07-01 18:23:37,-105,0.4399999976,841.58,90,1,2,0.51,4.3
2017-07-01 18:26:10,-105,0,831.13,90,1,2,0.48,4.3
2017-07-01 18:28:42,-105,0,835.33,90,1,2,0.37,4.3
2017-07-01 18:31:14,-105,0,832.2,90,1,2,0.42,4.3
2017-07-01 18:31:34,-73,6.019999981,69.5,60,1,1,3.82,2.7
2017-07-01 18:33:46,-105,0,832.34,90,1,2,0.47,4.3
2017-07-01 18:36:18,-105,0,832.05,90,1,2,0.45,4.3
2017-07-01 18:38:08,-65,0.75,244.67,60,1,1,3.74,2.7
2017-07-01 18:38:50,-105,0,831.96,90,1,2,0.46,4.3
2017-07-01 18:40:42,-93,13.31000042,1232.07,60,1,1,3.76,2.7
2017-07-01 18:41:22,-105,0,832.12,90,1,2,0.38,4.3
2017-07-01 18:41:59,-61,41.70000076,246.9,60,1,1,4.03,2.5
2017-07-01 18:43:55,-107,0,831.67,90,1,2,0.44,4.3
2017-07-01 18:46:27,-107,0,831.97,90,1,2,0.41,4.3
2017-07-01 18:47:16,-89,22.37000084,1209.39,60,1,1,4.02,4.4
2017-07-01 18:48:33,-81,32.27000046,388.72,60,1,1,4.38,3.4
2017-07-01 18:48:59,-107,0,831.66,90,1,2,0.44,4.3
2017-07-01 18:49:42,-73,0,570.32,60,1,1,3.8,2.7
2017-07-01 18:51:36,-107,0,831.17,90,1,2,0.51,4.3
2017-07-01 18:54:08,-107,0,831.28,90,1,2,0.48,4.3
2017-07-01 18:55:07,-73,2.970000029,790.07,60,1,1,3.92,2.7
2017-07-01 18:56:40,-107,0,831.58,90,1,2,0.41,4.3
2017-07-01 18:59:13,-107,0,831.94,90,1,2,0.48,4.3
2017-07-01 19:01:52,-107,0,831.85,90,1,2,0.37,4.3
2017-07-01 19:04:24,-107,0,831.56,90,1,2,0.44,4.3
2017-07-01 19:06:01,-63,0,325.31,60,1,1,3.76,2.7
2017-07-01 19:06:41,-65,0,717.53,60,1,1,3.85,2.7
2017-07-01 19:06:56,-107,0,831.5,90,1,2,0.44,4.4
2017-07-01 19:09:29,-107,0,831.65,90,1,2,0.45,4.3
2017-07-01 19:12:01,-105,0,831.41,90,1,2,0.43,4.3
2017-07-01 19:12:34,-63,0,326.07,60,1,1,3.52,1
2017-07-01 19:14:33,-105,0,831.15,90,1,2,0.42,4.3
2017-07-01 19:17:07,-105,0,830.74,90,1,2,0.44,4.3
2017-07-01 19:18:10,-59,13.60999966,98.88,60,1,1,3.6,2.7
2017-07-01 19:18:15,-69,0,714.64,60,1,1,3.41,2.7
2017-07-01 19:19:08,-63,0,325.2,60,1,1,3.67,2.7
2017-07-01 19:19:39,-105,0,830.52,90,1,2,0.45,4.3
2017-07-01 19:22:12,-105,0,830.53,90,1,2,0.4,4.3
2017-07-01 19:24:44,-95,0.3799999952,215.32,60,1,1,3.93,2.7
2017-07-01 19:24:44,-105,0,830.4,90,1,2,0.39,4.3
2017-07-01 19:27:16,-105,0,830.01,90,1,2,0.4,4.3
2017-07-01 19:29:49,-105,0,829.84,90,1,2,0.42,4.3
2017-07-01 19:30:42,-69,0,328.62,60,1,1,3.79,4.4
2017-07-01 19:32:21,-105,0,829.69,90,1,2,0.43,4.3
2017-07-01 19:34:53,-107,0,829.5,90,1,2,0.52,4.3
2017-07-01 19:35:09,-67,0,716.78,60,1,1,4.11,2.7
2017-07-01 19:37:25,-107,0,829.47,90,1,2,0.4,4.3
2017-07-01 19:39:58,-107,0,829.65,90,1,2,0.43,4.3
2017-07-01 19:41:44,-69,0,715.93,60,1,1,3.9,2.7
2017-07-01 19:42:16,-71,0,321.52,60,1,1,3.78,4.4
2017-07-01 19:42:30,-107,0,829.63,90,1,2,0.45,4.3
2017-07-01 19:43:28,-67,8.399999619,174.98,60,1,1,3.9,2.7
2017-07-01 19:45:02,-107,0,829.79,90,1,2,0.4,4.4
2017-07-01 19:47:34,-107,0,829.78,90,1,2,0.42,4.3
2017-07-01 19:50:01,-65,7.179999828,200.39,60,1,1,3.53,2.7
2017-07-01 19:50:07,-107,0,829.8,90,1,2,0.44,4.3
2017-07-01 19:52:39,-107,0,829.81,90,1,2,0.47,4.3
2017-07-01 19:55:11,-107,0,829.94,90,1,2,0.53,4.3
2017-07-01 19:56:35,-63,0.7099999785,93.51,60,1,1,3.65,2.7
2017-07-01 19:57:44,-107,0,830.03,90,1,2,0.42,4.3
2017-07-01 19:59:11,-73,9.920000076,588.28,60,1,1,6.58,2.7
2017-07-01 20:00:16,-107,0,829.96,90,1,2,0.46,4.3
2017-07-01 20:00:30,-69,0,109.84,60,1,1,4.06,2.7
2017-07-01 20:02:48,-106,0,830.04,90,1,2,0.45,4.3
2017-07-01 20:05:20,-101,0,346.74,90,1,2,0.5,4.3
2017-07-01 20:05:45,-83,16.38999939,739.3,60,1,1,4.44,2.7
2017-07-01 20:07:04,-87,36.38000107,2982.36,60,1,1,3.82,2.6
2017-07-01 20:07:52,-101,1.909999967,342.75,90,1,2,0.42,4.3
2017-07-01 20:08:09,-71,3.349999905,260.44,60,1,1,3.73,2.7
2017-07-01 20:10:24,-107,8.170000076,798.9,90,1,2,0.48,4.3
2017-07-01 20:12:56,-106,0,413.13,90,1,2,0.46,4.3
2017-07-01 20:15:29,-106,0,412.87,90,1,2,0.46,4.4
2017-07-01 20:18:01,-106,0,424.26,90,1,2,0.48,4.3
2017-07-01 20:19:43,-79,8.050000191,28.52,60,1,1,3.33,4.3
2017-07-01 20:20:34,-106,0,417.93,90,1,2,0.45,4.3
2017-07-01 20:23:06,-106,0,417.7,90,1,2,0.59,4.3
2017-07-01 20:24:30,-93,0,1428.39,60,1,1,3.76,1
2017-07-01 20:25:38,-106,0,417.42,90,1,2,0.42,4.3
2017-07-01 20:28:11,-106,0,417.53,90,1,2,0.42,4.3
2017-07-01 20:30:43,-106,0,417.7,90,1,2,0.41,4.3
2017-07-01 20:31:04,-89,0,1429.64,60,1,1,3.56,2.7
2017-07-01 20:33:15,-106,0,417.8,90,1,2,0.42,4.3
2017-07-01 20:36:37,-69,4.079999924,178.59,60,1,1,3.51,2.7
2017-07-01 20:36:46,-75,11.77000046,32.79,60,1,1,3.82,2.7
2017-07-01 20:37:38,-93,0,1428.25,60,1,1,3.82,2.7
2017-07-01 20:38:21,-65,5.039999962,1600.03,90,1,1,0,2.1
2017-07-01 20:43:11,-87,3.380000114,304.48,60,1,1,3.48,2.7
2017-07-01 20:43:26,-95,8.109999657,2797.09,90,1,2,0.64,4.4
2017-07-01 20:45:58,-85,32.90000153,485.42,90,1,2,0.44,4.3
2017-07-01 20:48:30,-90,51.15999985,397.33,90,1,2,0.5,4.4
2017-07-01 20:49:12,-95,0,1431.35,60,1,1,3.94,2.7
2017-07-01 20:51:03,-88,66.87999725,628.22,90,1,2,0.68,4.3
2017-07-01 20:53:36,-94,75.87000275,1059.09,90,1,2,0.49,4.4
2017-07-01 20:53:40,-69,9.579999924,110.29,60,1,1,4.05,2.7
2017-07-01 20:56:08,-88,82.44999695,599.27,90,1,2,0.59,4.4
2017-07-01 20:58:41,-96,79.16999817,595.56,90,1,2,0.45,3.6
2017-07-01 21:00:14,-69,0,213.99,60,1,1,3.65,2.7
2017-07-01 21:00:46,-93,0,1098.94,60,1,1,3.99,2.7
2017-07-01 21:01:13,-92,83.01999664,1092.04,90,1,2,0.49,4.3
2017-07-01 21:01:55,-71,13.15999985,766.64,60,1,1,3.48,2.7
2017-07-01 21:03:46,-108,83.43000031,1982.24,90,1,2,0.6,4.3
2017-07-01 21:06:18,-96,83.52999878,1631.34,90,1,2,1.68,4.3
2017-07-01 21:08:29,-65,0,279.4,60,1,1,3.34,2.7
2017-07-01 21:08:50,-71,81.31999969,638.4,90,1,1,0.62,3.2
2017-07-01 21:11:23,-92,81.61000061,708.33,90,1,2,0.54,4.3
2017-07-01 21:13:56,-84,83.91999817,899.09,90,1,2,0.48,4.3
2017-07-01 21:15:04,-77,0.2899999917,382.31,60,1,1,3.51,4.4
2017-07-01 21:16:28,-87,83.36000061,2255.47,90,1,2,0.53,4.4
2017-07-01 21:17:40,-95,0,1098.49,60,1,1,3.7,4.3
2017-07-01 21:19:00,-63,0.1899999976,270.93,60,1,1,4.07,2.7
2017-07-01 21:19:01,-92,78.72000122,280.94,90,1,2,0.54,4.4
2017-07-01 21:21:33,-101,66.31999969,2469.78,90,1,2,0.48,4.4
2017-07-01 21:24:05,-95,66.58000183,2512.18,90,1,2,0.47,4.4
2017-07-01 21:24:14,-87,0,697.07,60,1,1,3.24,2.7
2017-07-01 21:25:33,-87,9.25,901.72,60,1,1,3.7,2.7
2017-07-01 21:26:37,-81,69.05999756,421.63,90,1,2,0.46,4.4
2017-07-01 21:29:09,-85,69.01999664,1062,90,1,2,0.51,4.4
2017-07-01 21:30:58,-51,0,10.26,60,1,1,3.69,2.7
2017-07-01 21:32:08,-83,15.43000031,680.77,60,1,1,4.54,2.4
2017-07-01 21:34:14,-79,36.15999985,17756.73,90,1,1,0,1.4
2017-07-01 21:36:47,-83,36.15999985,17756.73,90,1,1,0,2.4
2017-07-01 21:37:32,-63,2.109999895,71.23,60,1,1,4.06,2.7
2017-07-01 21:42:58,-81,10.88000011,452.31,60,1,1,3.62,2.6
2017-07-01 21:43:43,-73,0,189.77,60,1,1,4.22,2.7
2017-07-01 21:49:33,-93,9.56000042,700.4,60,1,1,3.79,2.7
2017-07-01 21:50:28,-77,72.44999695,26139.19,90,1,1,0,1
2017-07-01 21:55:17,-79,84.16000366,188.69,90,1,1,0,1
2017-07-01 21:55:17,-67,0,175.67,60,1,1,3.51,2.7
2017-07-01 21:56:06,-73,0.5899999738,402.79,60,1,1,3.71,4.4
2017-07-01 21:56:17,-77,10.56000042,712.54,60,1,1,3.56,2.7
2017-07-01 21:57:52,-63,26.25,37453.61,90,1,1,0,4.4
2017-07-01 22:02:50,-83,1.899999976,357.67,60,1,1,3.73,2.7
2017-07-01 22:02:55,-57,22.19000053,39245.32,90,1,1,0.41,4.4
2017-07-01 22:05:27,-61,30.19000053,762.93,90,1,1,0.46,2.1
2017-07-01 22:07:40,-61,7.269999981,239.16,60,1,1,3.47,4.4
2017-07-01 22:08:10,-81,35.27999878,10822.26,90,1,1,0,3.2
2017-07-01 22:09:24,-61,0,52.88,60,1,1,3.7,2.7
2017-07-01 22:10:45,-65,35.27999878,10822.26,90,1,1,0,1
2017-07-01 22:13:22,-77,35.27999878,24260.5,90,1,1,0,4.3
2017-07-01 22:15:53,-75,69.62000275,2456.08,90,1,1,0.57,2.1
2017-07-01 22:18:26,-89,68.55999756,2074.26,90,1,1,0,2.7
2017-07-01 22:19:14,-81,5.019999981,88.85,60,1,1,3.66,2.7
2017-07-01 22:20:58,-79,68.80000305,1588.18,90,1,1,0,1
2017-07-01 22:22:46,-100,69.51999664,2301.97,46.7,0,2,0.45,3.8
2017-07-01 22:28:03,-55,54.95000076,253.18,90,1,1,0.6,2.3
2017-07-01 22:33:08,-95,45.90999985,2927.25,90,1,1,0.6,3.1
2017-07-01 22:35:39,-73,69.73999786,1193.88,90,1,1,0.41,1
2017-07-01 22:36:08,-73,0,147.73,60,1,1,3.52,4.4
2017-07-01 22:38:11,-69,69.23999786,3447.09,90,1,1,0.63,3.1
2017-07-01 22:40:44,-73,70.30000305,34269.83,90,1,1,0.45,1.3
2017-07-01 22:42:42,-73,0,281.61,60,1,1,3.62,2.7
2017-07-01 22:43:16,-73,69.09999847,2190.45,90,1,1,0,1.6
2017-07-01 22:45:48,-87,68.90000153,3279.43,90,1,1,0.47,2.1
2017-07-01 22:48:20,-71,69.25,7515.89,90,1,1,0,2.7
2017-07-01 22:50:56,-73,69.27999878,1019.28,90,1,1,0,1
2017-07-01 22:55:45,-65,27.27000046,1224.37,90,1,1,0.47,3.2
2017-07-01 22:58:19,-65,27.21999931,2991.2,90,1,1,0,2.1
2017-07-01 23:00:51,-69,0,1059.68,90,1,1,0.62,2.1
2017-07-01 23:01:26,-87,8.449999809,3434.72,60,1,1,3.47,4.3
2017-07-01 23:03:23,-83,0,1061.06,90,1,1,0,3.7
2017-07-01 23:05:56,-109,22.30999947,1569.4,90,1,1,0,1
2017-07-01 23:08:00,-71,12.61999989,84.65,60,1,1,3.33,2.7
2017-07-01 23:11:01,-81,62.18999863,1139.31,90,1,0,0.61,3.8
2017-07-01 23:13:34,-89,60.63000107,1829.14,90,1,1,0,2.1
2017-07-01 23:14:35,-87,4.050000191,751.92,60,1,1,3.59,2.8
2017-07-01 23:18:21,-73,68.77999878,176.97,90,1,1,0,1.5
2017-07-01 23:20:55,-83,42.63000107,1569.98,90,1,1,0,1
2017-07-01 23:23:28,-63,31.82999992,501.43,90,1,1,0.42,2.1
2017-07-01 23:26:09,-69,0,285.12,60,1,1,3.75,2.7
2017-07-01 23:28:37,-55,1.820000052,429.53,90,1,1,0.6,2.1
2017-07-01 23:33:41,-63,15.10000038,349.42,90,1,1,0.49,3.2
2017-07-01 23:36:13,-65,29.98999977,697.03,90,1,1,0.41,3.2
2017-07-01 23:37:43,-71,12.35000038,1353.03,60,1,1,3.51,2.7
2017-07-01 23:48:41,-75,83.37000275,1081.68,90,1,1,0,2.3
2017-07-01 23:51:13,-67,82.95999908,263.76,90,1,1,0.52,3
2017-07-01 23:53:47,-79,84.23000336,2762.73,90,1,1,0,1
2017-07-01 23:54:38,-81,0,305.61,60,1,1,3.72,2.7
2017-07-01 23:56:26,-65,82.91999817,187.44,90,1,1,0,1
2017-07-02 00:01:11,-71,0,244.25,60,1,1,3.89,2.7
2017-07-02 00:01:14,-101,83.56999969,4961.89,90,1,1,16.5,3
2017-07-02 00:03:46,-81,83.38999939,1716.01,90,1,1,0,1
2017-07-02 00:08:51,-73,74.59999847,5900.44,90,1,1,0,1
2017-07-02 00:11:22,-67,82.88999939,647.44,90,1,1,1.04,1
2017-07-02 00:12:44,-91,71.68000031,2573.18,20.73,0,1,0.67,1
2017-07-02 00:18:42,-67,27.64999962,1401.04,90,1,1,0.44,4.3
2017-07-02 00:19:56,-87,6.929999828,103.69,60,1,1,3.42,4.4
2017-07-02 00:21:14,-77,12.07999992,24888.76,90,1,1,0.47,2.1
2017-07-02 00:26:30,-83,0,390.85,60,1,1,3.59,2.7
2017-07-02 00:28:56,-104,8.579999924,215.51,90,1,2,0.45,4.3
2017-07-02 00:31:28,-71,31.35000038,734.32,90,1,1,0.46,2.1
2017-07-02 00:33:04,-79,0,398.42,60,1,1,3.62,4.4
2017-07-02 00:34:00,-107,31.59000015,553.61,89.05,1,2,0.55,4.4
2017-07-02 00:36:33,-75,16.87000084,43480.25,90,1,1,0,1
2017-07-02 00:39:08,-65,0.6299999952,739.56,90,1,1,0,1
2017-07-02 00:41:41,-73,8.239999771,219.4,90,1,0,1.66,4.3
2017-07-02 00:44:00,-116,8.229999542,4707.71,74.18,1,2,7.96,4.3
2017-07-02 00:44:38,-65,17.64999962,277.86,60,1,0,4.39,4.4
2017-07-02 00:46:42,-51,7.809999943,9745.87,90,1,1,2.15,1.9
2017-07-02 00:49:04,-116,7.849999905,2307.25,90,1,2,0.44,4.2
2017-07-02 00:54:13,-106,8.180000305,1486.51,90,1,2,1.03,4.3
2017-07-02 00:56:12,-67,0,7379.95,60,1,1,3.7,2.7
